אכל,PAAL,יאכלו,יֹאכְלוּ,FUTURE,THIRD,PLURAL_MASCULINE
אכל,PAAL,אכול,אֱכֹל,IMPERATIVE,SECOND,SINGULAR_MASCULINE
אכל,PAAL,אכלי,אִכְלִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
אכל,PAAL,אכלו,אִכְלוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
אכל,PAAL,אכולנה,אִכְלֶנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
כתב,PAAL,כתב,כָּתַב,INFINITIVE,NONE,NONE
כתב,PAAL,כותב,כּוֹתֵב,PRESENT,THIRD,SINGULAR_MASCULINE
כתב,PAAL,כותבת,כּוֹתֶבֶת,PRESENT,THIRD,SINGULAR_FEMININE
כתב,PAAL,כותבים,כּוֹתְבִים,PRESENT,THIRD,PLURAL_MASCULINE
כתב,PAAL,כותבות,כּוֹתְבוֹת,PRESENT,THIRD,PLURAL_FEMININE
כתב,PAAL,כתבתי,כָּתַבְתִּי,PAST,FIRST,SINGULAR
כתב,PAAL,כתבת,כָּתַבְתָּ,PAST,SECOND,SINGULAR_MASCULINE
כתב,PAAL,כתבת,כָּתַבְתְּ,PAST,SECOND,SINGULAR_FEMININE
כתב,PAAL,כתב,כָּתַב,PAST,THIRD,SINGULAR_MASCULINE
כתב,PAAL,כתבה,כָּתְבָה,PAST,THIRD,SINGULAR_FEMININE
כתב,PAAL,כתבנו,כָּתַבְנוּ,PAST,FIRST,PLURAL
כתב,PAAL,כתבתם,כְּתַבְתֶּם,PAST,SECOND,PLURAL_MASCULINE
כתב,PAAL,כתבתן,כְּתַבְתֶּן,PAST,SECOND,PLURAL_FEMININE
כתב,PAAL,כתבו,כָּתְבוּ,PAST,THIRD,PLURAL_MASCULINE
כתב,PAAL,אכתוב,אֶכְתֹּב,FUTURE,FIRST,SINGULAR
כתב,PAAL,תכתוב,תִּכְתֹּב,FUTURE,SECOND,SINGULAR_MASCULINE
כתב,PAAL,תכתבי,תִּכְתְּבִי,FUTURE,SECOND,SINGULAR_FEMININE
כתב,PAAL,יכתוב,יִכְתֹּב,FUTURE,THIRD,SINGULAR_MASCULINE
כתב,PAAL,תכתוב,תִּכְתֹּב,FUTURE,THIRD,SINGULAR_FEMININE
כתב,PAAL,נכתוב,נִכְתֹּב,FUTURE,FIRST,PLURAL
כתב,PAAL,תכתבו,תִּכְתְּבוּ,FUTURE,SECOND,PLURAL_MASCULINE
כתב,PAAL,תכתבנה,תִּכְתֹּבְנָה,FUTURE,SECOND,PLURAL_FEMININE
כתב,PAAL,יכתבו,יִכְתְּבוּ,FUTURE,THIRD,PLURAL_MASCULINE
כתב,PAAL,כתוב,כְּתֹב,IMPERATIVE,SECOND,SINGULAR_MASCULINE
כתב,PAAL,כתבי,כִּתְבִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
כתב,PAAL,כתבו,כִּתְבוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
כתב,PAAL,כתובנה,כְּתֹבְנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
קור,PAAL,קרא,קָרָא,INFINITIVE,NONE,NONE
קור,PAAL,קורא,קוֹרֵא,PRESENT,THIRD,SINGULAR_MASCULINE
קור,PAAL,קוראת,קוֹרֵאת,PRESENT,THIRD,SINGULAR_FEMININE
קור,PAAL,קוראים,קוֹרְאִים,PRESENT,THIRD,PLURAL_MASCULINE
קור,PAAL,קוראות,קוֹרְאוֹת,PRESENT,THIRD,PLURAL_FEMININE
קור,PAAL,קראתי,קָרָאתִי,PAST,FIRST,SINGULAR
קור,PAAL,קראת,קָרָאתָ,PAST,SECOND,SINGULAR_MASCULINE
קור,PAAL,קראת,קָרָאת,PAST,SECOND,SINGULAR_FEMININE
קור,PAAL,קרא,קָרָא,PAST,THIRD,SINGULAR_MASCULINE
קור,PAAL,קראה,קָרְאָה,PAST,THIRD,SINGULAR_FEMININE
קור,PAAL,קראנו,קָרָאנוּ,PAST,FIRST,PLURAL
קור,PAAL,קראתם,קְרָאתֶם,PAST,SECOND,PLURAL_MASCULINE
קור,PAAL,קראתן,קְרָאתֶן,PAST,SECOND,PLURAL_FEMININE
קור,PAAL,קראו,קָרְאוּ,PAST,THIRD,PLURAL_MASCULINE
קור,PAAL,אקרא,אֶקְרָא,FUTURE,FIRST,SINGULAR
קור,PAAL,תקרא,תִּקְרָא,FUTURE,SECOND,SINGULAR_MASCULINE
קור,PAAL,תקראי,תִּקְרְאִי,FUTURE,SECOND,SINGULAR_FEMININE
קור,PAAL,יקרא,יִקְרָא,FUTURE,THIRD,SINGULAR_MASCULINE
קור,PAAL,תקרא,תִּקְרָא,FUTURE,THIRD,SINGULAR_FEMININE
קור,PAAL,נקרא,נִקְרָא,FUTURE,FIRST,PLURAL
קור,PAAL,תקראו,תִּקְרְאוּ,FUTURE,SECOND,PLURAL_MASCULINE
קור,PAAL,תקראנה,תִּקְרֶאנָה,FUTURE,SECOND,PLURAL_FEMININE
קור,PAAL,יקראו,יִקְרְאוּ,FUTURE,THIRD,PLURAL_MASCULINE
קור,PAAL,קרא,קְרָא,IMPERATIVE,SECOND,SINGULAR_MASCULINE
קור,PAAL,קראי,קִרְאִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
קור,PAAL,קראו,קִרְאוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
קור,PAAL,קראנה,קְרֶאנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
שמע,PAAL,שמע,שָׁמַע,INFINITIVE,NONE,NONE
שמע,PAAL,שומע,שׁוֹמֵעַ,PRESENT,THIRD,SINGULAR_MASCULINE
שמע,PAAL,שומעת,שׁוֹמַעַת,PRESENT,THIRD,SINGULAR_FEMININE
שמע,PAAL,שומעים,שׁוֹמְעִים,PRESENT,THIRD,PLURAL_MASCULINE
שמע,PAAL,שומעות,שׁוֹמְעוֹת,PRESENT,THIRD,PLURAL_FEMININE
שמע,PAAL,שמעתי,שָׁמַעְתִּי,PAST,FIRST,SINGULAR
שמע,PAAL,שמעת,שָׁמַעְתָּ,PAST,SECOND,SINGULAR_MASCULINE
שמע,PAAL,שמעת,שָׁמַעַת,PAST,SECOND,SINGULAR_FEMININE
שמע,PAAL,שמע,שָׁמַע,PAST,THIRD,SINGULAR_MASCULINE
שמע,PAAL,שמעה,שָׁמְעָה,PAST,THIRD,SINGULAR_FEMININE
שמע,PAAL,שמענו,שָׁמַעְנוּ,PAST,FIRST,PLURAL
שמע,PAAL,שמעתם,שְׁמַעְתֶּם,PAST,SECOND,PLURAL_MASCULINE
שמע,PAAL,שמעתן,שְׁמַעְתֶּן,PAST,SECOND,PLURAL_FEMININE
שמע,PAAL,שמעו,שָׁמְעוּ,PAST,THIRD,PLURAL_MASCULINE
שמע,PAAL,אשמע,אֶשְׁמַע,FUTURE,FIRST,SINGULAR
שמע,PAAL,תשמע,תִּשְׁמַע,FUTURE,SECOND,SINGULAR_MASCULINE
שמע,PAAL,תשמעי,תִּשְׁמְעִי,FUTURE,SECOND,SINGULAR_FEMININE
שמע,PAAL,ישמע,יִשְׁמַע,FUTURE,THIRD,SINGULAR_MASCULINE
שמע,PAAL,תשמע,תִּשְׁמַע,FUTURE,THIRD,SINGULAR_FEMININE
שמע,PAAL,נשמע,נִשְׁמַע,FUTURE,FIRST,PLURAL
שמע,PAAL,תשמעו,תִּשְׁמְעוּ,FUTURE,SECOND,PLURAL_MASCULINE
שמע,PAAL,תשמנה,תִּשְׁמַעְנָה,FUTURE,SECOND,PLURAL_FEMININE
שמע,PAAL,ישמעו,יִשְׁמְעוּ,FUTURE,THIRD,PLURAL_MASCULINE
שמע,PAAL,שמע,שְׁמַע,IMPERATIVE,SECOND,SINGULAR_MASCULINE
שמע,PAAL,שמעי,שִׁמְעִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
שמע,PAAL,שמעו,שִׁמְעוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
שמע,PAAL,שמנה,שְׁמַעְנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
אהב,PAAL,אהב,אָהַב,INFINITIVE,NONE,NONE
אהב,PAAL,אוהב,אוֹהֵב,PRESENT,THIRD,SINGULAR_MASCULINE
אהב,PAAL,אוהבת,אוֹהֶבֶת,PRESENT,THIRD,SINGULAR_FEMININE
אהב,PAAL,אוהבים,אוֹהֲבִים,PRESENT,THIRD,PLURAL_MASCULINE
אהב,PAAL,אוהבות,אוֹהֲבוֹת,PRESENT,THIRD,PLURAL_FEMININE
אהב,PAAL,אהבתי,אָהַבְתִּי,PAST,FIRST,SINGULAR
אהב,PAAL,אהבת,אָהַבְתָּ,PAST,SECOND,SINGULAR_MASCULINE
אהב,PAAL,אהבת,אָהַבְתְּ,PAST,SECOND,SINGULAR_FEMININE
אהב,PAAL,אהב,אָהַב,PAST,THIRD,SINGULAR_MASCULINE
אהב,PAAL,אהבה,אָהֲבָה,PAST,THIRD,SINGULAR_FEMININE
אהב,PAAL,אהבנו,אָהַבְנוּ,PAST,FIRST,PLURAL
אהב,PAAL,אהבתם,אָהַבְתֶּם,PAST,SECOND,PLURAL_MASCULINE
אהב,PAAL,אהבתן,אָהַבְתֶּן,PAST,SECOND,PLURAL_FEMININE
אהב,PAAL,אהבו,אָהֲבוּ,PAST,THIRD,PLURAL_MASCULINE
אהב,PAAL,אאהב,אֹהַב,FUTURE,FIRST,SINGULAR
אהב,PAAL,תאהב,תֹּאהַב,FUTURE,SECOND,SINGULAR_MASCULINE
אהב,PAAL,תאהבי,תֹּאהֲבִי,FUTURE,SECOND,SINGULAR_FEMININE
אהב,PAAL,יאהב,יֹאהַב,FUTURE,THIRD,SINGULAR_MASCULINE
אהב,PAAL,תאהב,תֹּאהַב,FUTURE,THIRD,SINGULAR_FEMININE
אהב,PAAL,נאהב,נֹאהַב,FUTURE,FIRST,PLURAL
אהב,PAAL,תאהבו,תֹּאהֲבוּ,FUTURE,SECOND,PLURAL_MASCULINE
אהב,PAAL,תאהבנה,תֹּאהַבְנָה,FUTURE,SECOND,PLURAL_FEMININE
אהב,PAAL,יאהבו,יֹאהֲבוּ,FUTURE,THIRD,PLURAL_MASCULINE
אהב,PAAL,אהב,אֱהַב,IMPERATIVE,SECOND,SINGULAR_MASCULINE
אהב,PAAL,אהבי,אֱהַבִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
אהב,PAAL,אהבו,אֱהַבוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
אהב,PAAL,אהבנה,אֱהַבְנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
נפל,PAAL,נפל,נָפַל,INFINITIVE,NONE,NONE
נפל,PAAL,נופל,נוֹפֵל,PRESENT,THIRD,SINGULAR_MASCULINE
נפל,PAAL,נופלת,נוֹפֶלֶת,PRESENT,THIRD,SINGULAR_FEMININE
נפל,PAAL,נופלים,נוֹפְלִים,PRESENT,THIRD,PLURAL_MASCULINE
נפל,PAAL,נופלות,נוֹפְלוֹת,PRESENT,THIRD,PLURAL_FEMININE
נפל,PAAL,נפלתי,נָפַלְתִּי,PAST,FIRST,SINGULAR
נפל,PAAL,נפלת,נָפַלְתָּ,PAST,SECOND,SINGULAR_MASCULINE
נפל,PAAL,נפלת,נָפַלְתְּ,PAST,SECOND,SINGULAR_FEMININE
נפל,PAAL,נפל,נָפַל,PAST,THIRD,SINGULAR_MASCULINE
נפל,PAAL,נפלה,נָפְלָה,PAST,THIRD,SINGULAR_FEMININE
נפל,PAAL,נפלנו,נָפַלְנוּ,PAST,FIRST,PLURAL
נפל,PAAL,נפלתם,נְפַלְתֶּם,PAST,SECOND,PLURAL_MASCULINE
נפל,PAAL,נפלתן,נְפַלְתֶּן,PAST,SECOND,PLURAL_FEMININE
נפל,PAAL,נפלו,נָפְלוּ,PAST,THIRD,PLURAL_MASCULINE
נפל,PAAL,אפל,אֵפֹל,FUTURE,FIRST,SINGULAR
נפל,PAAL,תפל,תִּפֹּל,FUTURE,SECOND,SINGULAR_MASCULINE
נפל,PAAL,תפלי,תִּפְּלִי,FUTURE,SECOND,SINGULAR_FEMININE
נפל,PAAL,יפל,יִפֹּל,FUTURE,THIRD,SINGULAR_MASCULINE
נפל,PAAL,תפל,תִּפֹּל,FUTURE,THIRD,SINGULAR_FEMININE
נפל,PAAL,נפל,נִפֹּל,FUTURE,FIRST,PLURAL
נפל,PAAL,תפלו,תִּפְּלוּ,FUTURE,SECOND,PLURAL_MASCULINE
נפל,PAAL,תפלנה,תִּפֹּלְנָה,FUTURE,SECOND,PLURAL_FEMININE
נפל,PAAL,יפלו,יִפְּלוּ,FUTURE,THIRD,PLURAL_MASCULINE
נפל,PAAL,נפל,נְפֹל,IMPERATIVE,SECOND,SINGULAR_MASCULINE
נפל,PAAL,נפלי,נִפְלִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
נפל,PAAL,נפלו,נִפְּלוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
נפל,PAAL,נפלנה,נְפֹּלְנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
הלך,PAAL,הלך,הָלַךְ,INFINITIVE,NONE,NONE
הלך,PAAL,הולך,הוֹלֵךְ,PRESENT,THIRD,SINGULAR_MASCULINE
הלך,PAAL,הולכת,הוֹלֶכֶת,PRESENT,THIRD,SINGULAR_FEMININE
הלך,PAAL,הולכים,הוֹלְכִים,PRESENT,THIRD,PLURAL_MASCULINE
הלך,PAAL,הולכות,הוֹלְכוֹת,PRESENT,THIRD,PLURAL_FEMININE
הלך,PAAL,הלכתי,הָלַכְתִּי,PAST,FIRST,SINGULAR
הלך,PAAL,הלכת,הָלַכְתָּ,PAST,SECOND,SINGULAR_MASCULINE
הלך,PAAL,הלכת,הָלַכְתְּ,PAST,SECOND,SINGULAR_FEMININE
הלך,PAAL,הלך,הָלַךְ,PAST,THIRD,SINGULAR_MASCULINE
הלך,PAAL,הלכה,הָלְכָה,PAST,THIRD,SINGULAR_FEMININE
הלך,PAAL,הלכנו,הָלַכְנוּ,PAST,FIRST,PLURAL
הלך,PAAL,הלכתם,הֲלַכְתֶּם,PAST,SECOND,PLURAL_MASCULINE
הלך,PAAL,הלכתן,הֲלַכְתֶּן,PAST,SECOND,PLURAL_FEMININE
הלך,PAAL,הלכו,הָלְכוּ,PAST,THIRD,PLURAL_MASCULINE
הלך,PAAL,אלך,אֵלֵךְ,FUTURE,FIRST,SINGULAR
הלך,PAAL,תלך,תֵּלֵךְ,FUTURE,SECOND,SINGULAR_MASCULINE
הלך,PAAL,תלכי,תֵּלְכִי,FUTURE,SECOND,SINGULAR_FEMININE
הלך,PAAL,ילך,יִלֵךְ,FUTURE,THIRD,SINGULAR_MASCULINE
הלך,PAAL,תלך,תֵּלֵךְ,FUTURE,THIRD,SINGULAR_FEMININE
הלך,PAAL,נלך,נֵלֵךְ,FUTURE,FIRST,PLURAL
הלך,PAAL,תלכו,תֵּלְכוּ,FUTURE,SECOND,PLURAL_MASCULINE
הלך,PAAL,תלכנה,תֵּלַכְנָה,FUTURE,SECOND,PLURAL_FEMININE
הלך,PAAL,ילכו,יִלְכוּ,FUTURE,THIRD,PLURAL_MASCULINE
הלך,PAAL,לך,לֵךְ,IMPERATIVE,SECOND,SINGULAR_MASCULINE
הלך,PAAL,לכי,לְכִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
הלך,PAAL,לכו,לְכוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
הלך,PAAL,לכנה,לֵכְנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
ראה,PAAL,ראה,רָאָה,INFINITIVE,NONE,NONE
ראה,PAAL,רואה,רוֹאֶה,PRESENT,THIRD,SINGULAR_MASCULINE
ראה,PAAL,רואה,רוֹאָה,PRESENT,THIRD,SINGULAR_FEMININE
ראה,PAAL,רואים,רוֹאִים,PRESENT,THIRD,PLURAL_MASCULINE
ראה,PAAL,רואות,רוֹאוֹת,PRESENT,THIRD,PLURAL_FEMININE
ראה,PAAL,ראיתי,רָאִיתִי,PAST,FIRST,SINGULAR
ראה,PAAL,ראית,רָאִיתָ,PAST,SECOND,SINGULAR_MASCULINE
ראה,PAAL,ראית,רָאִית,PAST,SECOND,SINGULAR_FEMININE
ראה,PAAL,ראה,רָאָה,PAST,THIRD,SINGULAR_MASCULINE
ראה,PAAL,ראתה,רָאֲתָה,PAST,THIRD,SINGULAR_FEMININE
ראה,PAAL,ראינו,רָאִינוּ,PAST,FIRST,PLURAL
ראה,PAAL,ראיתם,רְאִיתֶם,PAST,SECOND,PLURAL_MASCULINE
ראה,PAAL,ראיתן,רְאִיתֶן,PAST,SECOND,PLURAL_FEMININE
ראה,PAAL,ראו,רָאוּ,PAST,THIRD,PLURAL_MASCULINE
ראה,PAAL,אראה,אֶרְאֶה,FUTURE,FIRST,SINGULAR
ראה,PAAL,תראה,תִּרְאֶה,FUTURE,SECOND,SINGULAR_MASCULINE
ראה,PAAL,תראי,תִּרְאִי,FUTURE,SECOND,SINGULAR_FEMININE
ראה,PAAL,יראה,יִרְאֶה,FUTURE,THIRD,SINGULAR_MASCULINE
ראה,PAAL,תראה,תִּרְאֶה,FUTURE,THIRD,SINGULAR_FEMININE
ראה,PAAL,נראה,נִרְאֶה,FUTURE,FIRST,PLURAL
ראה,PAAL,תראו,תִּרְאוּ,FUTURE,SECOND,PLURAL_MASCULINE
ראה,PAAL,תראנה,תִּרְאֶינָה,FUTURE,SECOND,PLURAL_FEMININE
ראה,PAAL,יראו,יִרְאוּ,FUTURE,THIRD,PLURAL_MASCULINE
ראה,PAAL,ראה,רְאֵה,IMPERATIVE,SECOND,SINGULAR_MASCULINE
ראה,PAAL,ראי,רְאִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
ראה,PAAL,ראו,רְאוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
ראה,PAAL,ראנה,רְאֶינָה,IMPERATIVE,SECOND,PLURAL_FEMININE
שמע,PIEL,שמע,שִׁמַּע,INFINITIVE,NONE,NONE
שמע,PIEL,משמע,מַשְׁמִיעַ,PRESENT,THIRD,SINGULAR_MASCULINE
שמע,PIEL,משמעת,מַשְׁמַעַת,PRESENT,THIRD,SINGULAR_FEMININE
שמע,PIEL,משמעים,מַשְׁמִיעִים,PRESENT,THIRD,PLURAL_MASCULINE
שמע,PIEL,משמעות,מַשְׁמִיעוֹת,PRESENT,THIRD,PLURAL_FEMININE
שמע,PIEL,השמעתי,הִשְׁמַעְתִּי,PAST,FIRST,SINGULAR
שמע,PIEL,השמעת,הִשְׁמַעְתָּ,PAST,SECOND,SINGULAR_MASCULINE
שמע,PIEL,השמעת,הִשְׁמַעַתְּ,PAST,SECOND,SINGULAR_FEMININE
שמע,PIEL,השמיע,הִשְׁמִיעַ,PAST,THIRD,SINGULAR_MASCULINE
שמע,PIEL,השמיעה,הִשְׁמִיעָה,PAST,THIRD,SINGULAR_FEMININE
שמע,PIEL,השמענו,הִשְׁמַעְנוּ,PAST,FIRST,PLURAL
שמע,PIEL,השמעתם,הִשְׁמַעְתֶּם,PAST,SECOND,PLURAL_MASCULINE
שמע,PIEL,השמעתן,הִשְׁמַעְתֶּן,PAST,SECOND,PLURAL_FEMININE
שמע,PIEL,השמיעו,הִשְׁמִיעוּ,PAST,THIRD,PLURAL_MASCULINE
שמע,PIEL,אשמיע,אַשְׁמִיעַ,FUTURE,FIRST,SINGULAR
שמע,PIEL,תשמיע,תַּשְׁמִיעַ,FUTURE,SECOND,SINGULAR_MASCULINE
שמע,PIEL,תשמיעי,תַּשְׁמִיעִי,FUTURE,SECOND,SINGULAR_FEMININE
שמע,PIEL,ישמיע,יַשְׁמִיעַ,FUTURE,THIRD,SINGULAR_MASCULINE
שמע,PIEL,תשמיע,תַּשְׁמִיעַ,FUTURE,THIRD,SINGULAR_FEMININE
שמע,PIEL,נשמיע,נַשְׁמִיעַ,FUTURE,FIRST,PLURAL
שמע,PIEL,תשמיעו,תַּשְׁמִיעוּ,FUTURE,SECOND,PLURAL_MASCULINE
שמע,PIEL,תשמענה,תַּשְׁמֵעֲנָה,FUTURE,SECOND,PLURAL_FEMININE
שמע,PIEL,ישמיעו,יַשְׁמִיעוּ,FUTURE,THIRD,PLURAL_MASCULINE
שמע,PIEL,השמע,הַשְׁמַע,IMPERATIVE,SECOND,SINGULAR_MASCULINE
שמע,PIEL,השמיעי,הַשְׁמִיעִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
שמע,PIEL,השמיעו,הַשְׁמִיעוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
שמע,PIEL,השמענה,הַשְׁמַעְנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
כתב,PAAL,כתב,כָּתַב,INFINITIVE,NONE,NONE
כתב,PAAL,כותב,כּוֹתֵב,PRESENT,THIRD,SINGULAR_MASCULINE
כתב,PAAL,כותבת,כּוֹתֶבֶת,PRESENT,THIRD,SINGULAR_FEMININE
כתב,PAAL,כותבים,כּוֹתְבִים,PRESENT,THIRD,PLURAL_MASCULINE
כתב,PAAL,כותבות,כּוֹתְבוֹת,PRESENT,THIRD,PLURAL_FEMININE
כתב,PAAL,כתבתי,כָּתַבְתִּי,PAST,FIRST,SINGULAR
כתב,PAAL,כתבת,כָּתַבְתָּ,PAST,SECOND,SINGULAR_MASCULINE
כתב,PAAL,כתבת,כָּתַבְתְּ,PAST,SECOND,SINGULAR_FEMININE
כתב,PAAL,כתב,כָּתַב,PAST,THIRD,SINGULAR_MASCULINE
כתב,PAAL,כתבה,כָּתְבָה,PAST,THIRD,SINGULAR_FEMININE
כתב,PAAL,כתבנו,כָּתַבְנוּ,PAST,FIRST,PLURAL
כתב,PAAL,כתבתם,כְּתַבְתֶּם,PAST,SECOND,PLURAL_MASCULINE
כתב,PAAL,כתבתן,כְּתַבְתֶּן,PAST,SECOND,PLURAL_FEMININE
כתב,PAAL,כתבו,כָּתְבוּ,PAST,THIRD,PLURAL_MASCULINE
כתב,PAAL,אכתוב,אֶכְתֹּב,FUTURE,FIRST,SINGULAR
כתב,PAAL,תכתוב,תִּכְתֹּב,FUTURE,SECOND,SINGULAR_MASCULINE
כתב,PAAL,תכתבי,תִּכְתְּבִי,FUTURE,SECOND,SINGULAR_FEMININE
כתב,PAAL,יכתוב,יִכְתֹּב,FUTURE,THIRD,SINGULAR_MASCULINE
כתב,PAAL,תכתוב,תִּכְתֹּב,FUTURE,THIRD,SINGULAR_FEMININE
כתב,PAAL,נכתוב,נִכְתֹּב,FUTURE,FIRST,PLURAL
כתב,PAAL,תכתבו,תִּכְתְּבוּ,FUTURE,SECOND,PLURAL_MASCULINE
כתב,PAAL,תכתבנה,תִּכְתֹּבְנָה,FUTURE,SECOND,PLURAL_FEMININE
כתב,PAAL,יכתבו,יִכְתְּבוּ,FUTURE,THIRD,PLURAL_MASCULINE
כתב,PAAL,כתב,כְּתֹב,IMPERATIVE,SECOND,SINGULAR_MASCULINE
כתב,PAAL,כתבי,כִּתְבִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
כתב,PAAL,כתבו,כִּתְבוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
כתב,PAAL,כתבה,כְּתֹבְנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
עבד,PAAL,עבד,עָבַד,INFINITIVE,NONE,NONE
עבד,PAAL,עובד,עוֹבֵד,PRESENT,THIRD,SINGULAR_MASCULINE
עבד,PAAL,עובדת,עוֹבֶדֶת,PRESENT,THIRD,SINGULAR_FEMININE
עבד,PAAL,עובדים,עוֹבְדִים,PRESENT,THIRD,PLURAL_MASCULINE
עבד,PAAL,עובדות,עוֹבְדוֹת,PRESENT,THIRD,PLURAL_FEMININE
עבד,PAAL,עבדתי,עָבַדְתִּי,PAST,FIRST,SINGULAR
עבד,PAAL,עבדת,עָבַדְתָּ,PAST,SECOND,SINGULAR_MASCULINE
עבד,PAAL,עבדת,עָבַדְתְּ,PAST,SECOND,SINGULAR_FEMININE
עבד,PAAL,עבד,עָבַד,PAST,THIRD,SINGULAR_MASCULINE
עבד,PAAL,עבדה,עָבְדָה,PAST,THIRD,SINGULAR_FEMININE
עבד,PAAL,עבדנו,עָבַדְנוּ,PAST,FIRST,PLURAL
עבד,PAAL,עבדתם,עֲבַדְתֶּם,PAST,SECOND,PLURAL_MASCULINE
עבד,PAAL,עבדתן,עֲבַדְתֶּן,PAST,SECOND,PLURAL_FEMININE
עבד,PAAL,עבדו,עָבְדוּ,PAST,THIRD,PLURAL_MASCULINE
עבד,PAAL,אעבוד,אֶעֱבֹד,FUTURE,FIRST,SINGULAR
עבד,PAAL,תעבוד,תַּעֲבֹד,FUTURE,SECOND,SINGULAR_MASCULINE
עבד,PAAL,תעבדי,תַּעֲבְדִי,FUTURE,SECOND,SINGULAR_FEMININE
עבד,PAAL,יעבוד,יַעֲבֹד,FUTURE,THIRD,SINGULAR_MASCULINE
עבד,PAAL,תעבוד,תַּעֲבֹד,FUTURE,THIRD,SINGULAR_FEMININE
עבד,PAAL,נעבוד,נַעֲבֹד,FUTURE,FIRST,PLURAL
עבד,PAAL,תעבדו,תַּעַבְדוּ,FUTURE,SECOND,PLURAL_MASCULINE
עבד,PAAL,תעבודנה,תַּעֲבֹדְנָה,FUTURE,SECOND,PLURAL_FEMININE
עבד,PAAL,יעבדו,יַעַבְדוּ,FUTURE,THIRD,PLURAL_MASCULINE
עבד,PAAL,עבוד,עֲבֹד,IMPERATIVE,SECOND,SINGULAR_MASCULINE
עבד,PAAL,עבדי,עִבְדִי,IMPERATIVE,SECOND,SINGULAR_FEMININE
עבד,PAAL,עבדו,עִבְדוּ,IMPERATIVE,SECOND,PLURAL_MASCULINE
עבד,PAAL,עבדנה,עֲבֹדְנָה,IMPERATIVE,SECOND,PLURAL_FEMININE
